"ParentID","CurveName","Ordinal","vA","vB","vC","vD","vE"
34494,"EI",40,0.03,0.22,0.50,3.00,0.72
34494,"MI",10,0.17,0.67,0.80,-0.08,0.12
34494,"NI",20,0.02,2.26,0.30,-0.18,9.12
34494,"VI",30,0.06,0.79,0.34,-0.28,4.05
34536,"EI",40,0.03,0.22,0.50,3.00,0.72
34536,"MI",10,0.17,0.67,0.80,-0.08,0.12
34536,"NI",20,0.02,2.26,0.30,-0.18,9.12
34536,"VI",30,0.06,0.79,0.34,-0.28,4.05
34578,"EI",40,0.03,0.22,0.50,3.00,0.72
34578,"MI",10,0.17,0.67,0.80,-0.08,0.12
34578,"NI",20,0.02,2.26,0.30,-0.18,9.12
34578,"VI",30,0.06,0.79,0.34,-0.28,4.05
34620,"EI",40,0.03,0.22,0.50,3.00,0.72
34620,"MI",10,0.17,0.67,0.80,-0.08,0.12
34620,"NI",20,0.02,2.26,0.30,-0.18,9.12
34620,"VI",30,0.06,0.79,0.34,-0.28,4.05
34662,"EI",40,0.03,0.22,0.50,3.00,0.72
34662,"MI",10,0.17,0.67,0.80,-0.08,0.12
34662,"NI",20,0.02,2.26,0.30,-0.18,9.12
34662,"VI",30,0.06,0.79,0.34,-0.28,4.05
34704,"EI",40,0.03,0.22,0.50,3.00,0.72
34704,"MI",10,0.17,0.67,0.80,-0.08,0.12
34704,"NI",20,0.02,2.26,0.30,-0.18,9.12
34704,"VI",30,0.06,0.79,0.34,-0.28,4.05
34746,"EI",40,0.03,0.22,0.50,3.00,0.72
34746,"MI",10,0.17,0.67,0.80,-0.08,0.12
34746,"NI",20,0.02,2.26,0.30,-0.18,9.12
34746,"VI",30,0.06,0.79,0.34,-0.28,4.05
34788,"EI",40,0.03,0.22,0.50,3.00,0.72
34788,"MI",10,0.17,0.67,0.80,-0.08,0.12
34788,"NI",20,0.02,2.26,0.30,-0.18,9.12
34788,"VI",30,0.06,0.79,0.34,-0.28,4.05
46977,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
46977,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
46977,"IAC Short Inv",40,0.04,0.06,0.62,-1.0e-03,0.02
46977,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
47047,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
47047,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
47047,"IAC Short Inv",40,0.04,0.06,0.62,-1.0e-03,0.02
47047,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
47117,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
47117,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
47117,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
47117,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47187,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
47187,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
47187,"IAC Short Inv",40,0.04,0.06,0.62,-1.0e-03,0.02
47187,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
47257,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
47257,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
47257,"IAC Short Inv",40,0.04,0.06,0.62,-1.0e-03,0.02
47257,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
47327,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
47327,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
47327,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
47327,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47406,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47406,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
47406,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47406,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
47431,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47431,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
47431,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47431,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
47456,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47456,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
47456,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47456,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
47481,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47481,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
47481,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47481,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
47506,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47506,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
47506,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47506,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
47565,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47565,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
47565,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47565,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
47590,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47590,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
47590,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47590,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
47615,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47615,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
47615,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47615,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
47640,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47640,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
47640,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47640,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
47665,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47665,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
47665,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47665,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
47690,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47690,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
47690,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47690,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
47902,"IAC Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47902,"IAC Inverse",30,0.20,0.86,0.80,-0.41,0.19
47902,"IAC Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47902,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
47982,"IAC Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
47982,"IAC Inverse",30,0.20,0.86,0.80,-0.41,0.19
47982,"IAC Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
47982,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
48053,"IAC Ext. Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
48053,"IAC Inverse",30,0.20,0.56,0.80,-0.41,0.19
48053,"IAC Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
48053,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
48140,"IAC Ext. Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
48140,"IAC Inverse",30,0.20,0.56,0.80,-0.41,0.19
48140,"IAC Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
48140,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
48204,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
48204,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
48204,"Normally Inverse",30,0.02,2.26,0.30,-4.18,9.12
48204,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
48214,"IAC Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
48214,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
48214,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
48229,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
48229,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
48229,"Normally Inverse",30,0.02,2.26,0.30,-4.18,9.12
48229,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
48244,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
48244,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
48244,"Normally Inverse",30,0.02,2.26,0.30,-4.18,9.12
48244,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
48254,"IAC Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
48254,"IAC Inverse",30,0.20,0.86,0.80,-0.41,0.19
48254,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
48274,"IAC Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
48274,"IAC Inverse",30,0.20,0.86,0.80,-0.41,0.19
48274,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
48299,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
48299,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
48299,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
48299,"IASC Short Inv",40,0.04,0.06,0.62,-1.0e-03,0.02
48324,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
48324,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
48324,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
48324,"IASC Short Inv",40,0.04,0.06,0.62,-1.0e-03,0.02
48349,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
48349,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
48349,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
48349,"IASC Short Inv",40,0.04,0.06,0.62,-1.0e-03,0.02
48374,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
48374,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
48374,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
48374,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
48444,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
48444,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
48444,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
48444,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
48469,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
48469,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
48469,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
48469,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
49505,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
49505,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
49505,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
49505,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
49530,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
49530,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
49530,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
49530,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
49555,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
49555,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
49555,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
49555,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
49580,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
49580,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
49580,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
49580,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
49605,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
49605,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
49605,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
49605,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
49625,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
49625,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
49625,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
49625,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
49731,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
49731,"Inverse",30,0.20,0.86,0.80,-0.41,0.19
49731,"Short Inverse",40,0.04,0.06,0.62,-1.0e-03,0.02
49731,"Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
49847,"Extremely Inverse",30,0.03,0.22,0.50,3.00,0.72
49847,"Inverse",10,0.02,2.26,0.30,-4.18,9.12
49847,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
49857,"IAC Ext. Inv.",10,4.0e-03,0.63,0.62,1.78,0.24
49857,"IAC Inv.",30,0.20,0.86,0.80,-0.41,0.19
49857,"IAC Inv. Long",40,0.37,17.83,0.32,-23.71,23.89
49857,"IAC Inv. Short",50,0.04,0.04,0.34,2.3e-03,0.06
49857,"IAC V. Inv",20,0.09,0.79,0.10,-1.28,7.95
49867,"Extremely Inverse",30,0.03,0.22,0.50,3.00,0.72
49867,"Inverse",10,0.02,2.26,0.30,-4.18,9.12
49867,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
49882,"Extremely Inverse",30,0.03,0.22,0.50,3.00,0.72
49882,"Inverse",10,0.02,2.26,0.30,-4.18,9.12
49882,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
49904,"Extremely Inverse",30,0.03,0.22,0.50,3.00,0.72
49904,"Inverse",10,0.02,2.26,0.30,-4.18,9.12
49904,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
49909,"IAC Ext. Inv.",10,4.0e-03,0.63,0.62,1.78,0.24
49909,"IAC Inv.",30,0.20,0.86,0.80,-0.41,0.19
49909,"IAC Inv. Long",40,0.37,17.83,0.32,-23.71,23.89
49909,"IAC Inv. Short",50,0.04,0.04,0.34,2.3e-03,0.06
49909,"IAC V. Inv",20,0.09,0.79,0.10,-1.28,7.95
49920,"Extremely Inverse",30,0.03,0.22,0.50,3.00,0.72
49920,"Inverse",10,0.02,2.26,0.30,-4.18,9.12
49920,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
49934,"Extremely Inverse",30,0.03,0.22,0.50,3.00,0.72
49934,"Inverse",10,0.02,2.26,0.30,-4.18,9.12
49934,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
49948,"IAC Ext. Inv.",10,4.0e-03,0.63,0.62,1.78,0.24
49948,"IAC Inv.",30,0.20,0.86,0.80,-0.41,0.19
49948,"IAC Inv. Long",40,0.37,17.83,0.32,-23.71,23.89
49948,"IAC Inv. Short",50,0.04,0.04,0.34,2.3e-03,0.06
49948,"IAC V. Inv",20,0.09,0.79,0.10,-1.28,7.95
49962,"Extremely Inverse",30,0.03,0.22,0.50,3.00,0.72
49962,"Inverse",10,0.02,2.26,0.30,-4.18,9.12
49962,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
49969,"IAC Ext. Inv.",10,4.0e-03,0.63,0.62,1.78,0.24
49969,"IAC Inv.",30,0.20,0.86,0.80,-0.41,0.19
49969,"IAC Inv. Long",40,0.37,17.83,0.32,-23.71,23.89
49969,"IAC Inv. Short",50,0.04,0.04,0.34,2.3e-03,0.06
49969,"IAC V. Inv",20,0.09,0.79,0.10,-1.28,7.95
49983,"IAC Ext. Inv.",10,4.0e-03,0.63,0.62,1.78,0.24
49983,"IAC Inv.",30,0.20,0.86,0.80,-0.41,0.19
49983,"IAC Inv. Long",40,0.37,17.83,0.32,-23.71,23.89
49983,"IAC Inv. Short",50,0.04,0.04,0.34,2.3e-03,0.06
49983,"IAC V. Inv",20,0.09,0.79,0.10,-1.28,7.95
49997,"Extremely Inverse",30,0.03,0.22,0.50,3.00,0.72
49997,"Inverse",10,0.02,2.26,0.30,-4.18,9.12
49997,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50002,"IAC Ext. Inv.",10,4.0e-03,0.63,0.62,1.78,0.24
50002,"IAC Inv.",30,0.20,0.86,0.80,-0.41,0.19
50002,"IAC Inv. Long",40,0.37,17.83,0.32,-23.71,23.89
50002,"IAC Inv. Short",50,0.04,0.04,0.34,2.3e-03,0.06
50002,"IAC V. Inv",20,0.09,0.79,0.10,-1.28,7.95
50012,"Extremely Inverse",30,0.03,0.22,0.50,3.00,0.72
50012,"Inverse",10,0.02,2.26,0.30,-4.18,9.12
50012,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50022,"IAC Ext. Inv.",10,4.0e-03,0.63,0.62,1.78,0.24
50022,"IAC Inv.",30,0.20,0.86,0.80,-0.41,0.19
50022,"IAC Inv. Long",40,0.37,17.83,0.32,-23.71,23.89
50022,"IAC Inv. Short",50,0.04,0.04,0.34,2.3e-03,0.06
50022,"IAC V. Inv",20,0.09,0.79,0.10,-1.28,7.95
50038,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50038,"Inverse",30,0.02,2.26,0.30,-4.18,9.12
50038,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50056,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50056,"Inverse",30,0.02,2.26,0.30,-4.18,9.12
50056,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50072,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50072,"Inverse",30,0.02,2.26,0.30,-4.18,9.12
50072,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50084,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50084,"Inverse",30,0.02,2.26,0.30,-4.18,9.12
50084,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50094,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50094,"Inverse",30,0.02,2.26,0.30,-4.18,9.12
50094,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50266,"Definite Time",10,0.05,0.00,0.00,0.00,0.00
50266,"IAC Extremely Inverse",20,4.0e-03,0.63,0.62,1.78,0.24
50266,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
50266,"IAC Short Inverse",50,0.04,0.06,0.62,-1.0e-03,0.02
50266,"IAC Very Inverse",30,0.09,0.79,0.10,-1.28,7.95
50276,"Definite Time",50,0.05,0.00,0.00,0.00,0.00
50276,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50276,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50276,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50276,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50282,"Definite Time",10,0.05,0.00,0.00,0.00,0.00
50282,"IAC Extremely Inverse",20,4.0e-03,0.63,0.62,1.78,0.24
50282,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
50282,"IAC Short Inverse",50,0.04,0.06,0.62,-1.0e-03,0.02
50282,"IAC Very Inverse",30,0.09,0.79,0.10,-1.28,7.95
50292,"Definite Time",50,0.05,0.00,0.00,0.00,0.00
50292,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50292,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50292,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50292,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50298,"Definite Time",10,0.05,0.00,0.00,0.00,0.00
50298,"IAC Extremely Inverse",20,4.0e-03,0.63,0.62,1.78,0.24
50298,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
50298,"IAC Short Inverse",50,0.04,0.06,0.62,-1.0e-03,0.02
50298,"IAC Very Inverse",30,0.09,0.79,0.10,-1.28,7.95
50309,"Definite Time",50,0.05,0.00,0.00,0.00,0.00
50309,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50309,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50309,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50309,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50314,"Definite Time",10,0.05,0.00,0.00,0.00,0.00
50314,"IAC Extremely Inverse",20,4.0e-03,0.63,0.62,1.78,0.24
50314,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
50314,"IAC Short Inverse",50,0.04,0.06,0.62,-1.0e-03,0.02
50314,"IAC Very Inverse",30,0.09,0.79,0.10,-1.28,7.95
50324,"Definite Time",50,0.05,0.00,0.00,0.00,0.00
50324,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50324,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50324,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50324,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50519,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50519,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50519,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50519,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50519,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50525,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50525,"IAC Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
50525,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
50525,"IAC Short Inverse",30,0.04,0.06,0.62,-1.0e-03,0.02
50525,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
50540,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50540,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50540,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50540,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50540,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50545,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50545,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50545,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50545,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50545,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50550,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50550,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
50550,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
50550,"IAC Short Inverse",30,0.04,0.06,0.62,-1.0e-03,0.02
50550,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
50560,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50560,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
