"ParentID","CurveName","Ordinal","vA","vB","vC","vD","vE"
50560,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50560,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50560,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50566,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50566,"IAC Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
50566,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
50566,"IAC Short Inverse",30,0.04,0.06,0.62,-1.0e-03,0.02
50566,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
50581,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50581,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50581,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50581,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50581,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50586,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50586,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50586,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50586,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50586,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50591,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50591,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
50591,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
50591,"IAC Short Inverse",30,0.04,0.06,0.62,-1.0e-03,0.02
50591,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
50601,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50601,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50601,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50601,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50601,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50606,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50606,"IAC Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
50606,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
50606,"IAC Short Inverse",30,0.04,0.06,0.62,-1.0e-03,0.02
50606,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
50621,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50621,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50621,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50621,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50621,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50626,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50626,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
50626,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
50626,"IAC Short Inverse",30,0.04,0.06,0.62,-1.0e-03,0.02
50626,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
50631,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50631,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50631,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50631,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50631,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50641,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50641,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50641,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50641,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50641,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50646,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50646,"IAC Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
50646,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
50646,"IAC Short Inverse",30,0.04,0.06,0.62,-1.0e-03,0.02
50646,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
50661,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50661,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50661,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50661,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50661,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50666,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50666,"Extremely Inverse",10,4.0e-03,0.63,0.62,1.78,0.24
50666,"IAC Inverse",40,0.20,0.86,0.80,-0.41,0.19
50666,"IAC Short Inverse",30,0.04,0.06,0.62,-1.0e-03,0.02
50666,"IAC Very Inverse",20,0.09,0.79,0.10,-1.28,7.95
50671,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50671,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50671,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50671,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50671,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50681,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50681,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50681,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50681,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50681,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50681,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50681,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50681,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50697,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50697,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50697,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50697,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50697,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50697,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50697,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50697,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50707,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50707,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50707,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50707,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50707,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50707,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50707,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50707,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50718,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50718,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50718,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50718,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50718,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50718,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50718,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50718,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50737,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50737,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50737,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50737,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50737,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50737,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50737,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50737,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50742,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50742,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50742,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50742,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50742,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50742,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50742,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50742,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50747,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50747,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50747,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50747,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50747,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50747,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50747,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50747,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50754,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50754,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50754,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50754,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50754,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50754,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50754,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50754,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50765,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50765,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50765,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50765,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50765,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50765,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50765,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50765,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50771,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50771,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50771,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50771,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50771,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50771,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50771,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50771,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50784,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50784,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50784,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50784,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50784,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50784,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50784,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50784,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50804,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50804,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50804,"IAC Extremely Inverse",60,4.0e-03,0.63,0.62,1.78,0.24
50804,"IAC Inverse",80,0.20,0.86,0.80,-0.41,0.19
50804,"IAC Short Inverse",90,0.04,0.06,0.62,-1.0e-03,0.02
50804,"IAC Very Inverse",70,0.09,0.79,0.10,-1.28,7.95
50804,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50804,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50804,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50819,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50819,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50819,"IAC Extremely Inverse",60,4.0e-03,0.63,0.62,1.78,0.24
50819,"IAC Inverse",80,0.20,0.86,0.80,-0.41,0.19
50819,"IAC Short Inverse",90,0.04,0.06,0.62,-1.0e-03,0.02
50819,"IAC Very Inverse",70,0.09,0.79,0.10,-1.28,7.95
50819,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50819,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50819,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50829,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50829,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50829,"IAC Extremely Inverse",60,4.0e-03,0.63,0.62,1.78,0.24
50829,"IAC Inverse",80,0.20,0.86,0.80,-0.41,0.19
50829,"IAC Short Inverse",90,0.04,0.06,0.62,-1.0e-03,0.02
50829,"IAC Very Inverse",70,0.09,0.79,0.10,-1.28,7.95
50829,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50829,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50829,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50844,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50844,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50844,"IAC Extremely Inverse",60,4.0e-03,0.63,0.62,1.78,0.24
50844,"IAC Inverse",80,0.20,0.86,0.80,-0.41,0.19
50844,"IAC Short Inverse",90,0.04,0.06,0.62,-1.0e-03,0.02
50844,"IAC Very Inverse",70,0.09,0.79,0.10,-1.28,7.95
50844,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50844,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50844,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50854,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50854,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50854,"IAC Extremely Inverse",60,4.0e-03,0.63,0.62,1.78,0.24
50854,"IAC Inverse",80,0.20,0.86,0.80,-0.41,0.19
50854,"IAC Short Inverse",90,0.04,0.06,0.62,-1.0e-03,0.02
50854,"IAC Very Inverse",70,0.09,0.79,0.10,-1.28,7.95
50854,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50854,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50854,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50859,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50859,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50859,"IAC Extremely Inverse",60,4.0e-03,0.63,0.62,1.78,0.24
50859,"IAC Inverse",80,0.20,0.86,0.80,-0.41,0.19
50859,"IAC Short Inverse",90,0.04,0.06,0.62,-1.0e-03,0.02
50859,"IAC Very Inverse",70,0.09,0.79,0.10,-1.28,7.95
50859,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50859,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50859,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50864,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50864,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50864,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50864,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50864,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50864,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50864,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50864,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50885,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50885,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50885,"IAC Extremely Inverse",60,4.0e-03,0.63,0.62,1.78,0.24
50885,"IAC Inverse",80,0.20,0.86,0.80,-0.41,0.19
50885,"IAC Short Inverse",90,0.04,0.06,0.62,-1.0e-03,0.02
50885,"IAC Very Inverse",70,0.09,0.79,0.10,-1.28,7.95
50885,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50885,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50885,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50900,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50900,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50900,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50900,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50900,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50900,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50900,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50900,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50905,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50905,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50905,"IAC Extremely Inverse",60,4.0e-03,0.63,0.62,1.78,0.24
50905,"IAC Inverse",80,0.20,0.86,0.80,-0.41,0.19
50905,"IAC Short Inverse",90,0.04,0.06,0.62,-1.0e-03,0.02
50905,"IAC Very Inverse",70,0.09,0.79,0.10,-1.28,7.95
50905,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50905,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50905,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50915,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50915,"IAC Extremely Inverse",50,4.0e-03,0.63,0.62,1.78,0.24
50915,"IAC Inverse",70,0.20,0.86,0.80,-0.41,0.19
50915,"IAC Short Inverse",80,0.04,0.06,0.62,-1.0e-03,0.02
50915,"IAC Very Inverse",60,0.09,0.79,0.10,-1.28,7.95
50915,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50915,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50915,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50926,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50926,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50926,"IAC Extremely Inverse",60,4.0e-03,0.63,0.62,1.78,0.24
50926,"IAC Inverse",80,0.20,0.86,0.80,-0.41,0.19
50926,"IAC Short Inverse",90,0.04,0.06,0.62,-1.0e-03,0.02
50926,"IAC Very Inverse",70,0.09,0.79,0.10,-1.28,7.95
50926,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50926,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50926,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50931,"Definite Time",50,0.10,0.00,0.00,0.00,0.00
50931,"Extremely Inverse",10,0.03,0.22,0.50,3.00,0.72
50931,"IAC Extremely Inverse",60,4.0e-03,0.63,0.62,1.78,0.24
50931,"IAC Inverse",80,0.20,0.86,0.80,-0.41,0.19
50931,"IAC Short Inverse",90,0.04,0.06,0.62,-1.0e-03,0.02
50931,"IAC Very Inverse",70,0.09,0.79,0.10,-1.28,7.95
50931,"Moderately Inverse",40,0.17,0.67,0.80,-0.08,0.12
50931,"Normal Inverse",30,0.02,2.26,0.30,-4.18,9.12
50931,"Very Inverse",20,0.06,0.79,0.34,-0.28,4.05
50948,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
50948,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
50948,"IAC S Inv",40,0.04,0.06,0.62,-1.0e-03,0.02
50948,"IAC V Inv",20,0.09,0.79,0.10,-1.28,7.95
51012,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
51012,"IAC Inv",30,0.20,0.86,0.80,-0.41,0.19
51012,"IAC S Inv",40,0.04,0.06,0.62,-1.0e-03,0.02
51012,"IAC V Inv",20,0.09,0.79,0.10,-1.28,7.95
51497,"ANSI EI",10,0.03,0.22,0.50,3.00,0.72
51497,"ANSI MI",40,0.17,0.67,0.80,-0.08,0.12
51497,"ANSI NI",30,0.02,2.26,0.30,-4.18,9.12
51497,"ANSI VI",20,0.06,0.79,0.34,-0.28,4.05
51514,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
51514,"IAC Mod Inv",30,0.20,0.86,0.80,-0.41,0.19
51514,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
51531,"ANSI EI",10,0.03,0.22,0.50,3.00,0.72
51531,"ANSI MI",40,0.17,0.67,0.80,-0.08,0.12
51531,"ANSI NI",30,0.02,2.26,0.30,-4.18,9.12
51531,"ANSI VI",20,0.06,0.79,0.34,-0.28,4.05
51548,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
51548,"IAC Mod Inv",30,0.20,0.86,0.80,-0.41,0.19
51548,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
51565,"ANSI EI",10,0.03,0.22,0.50,3.00,0.72
51565,"ANSI MI",40,0.17,0.67,0.80,-0.08,0.12
51565,"ANSI NI",30,0.02,2.26,0.30,-4.18,9.12
51565,"ANSI VI",20,0.06,0.79,0.34,-0.28,4.05
51583,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
51583,"IAC Mod Inv",30,0.20,0.86,0.80,-0.41,0.19
51583,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
51601,"ANSI EI",10,0.03,0.22,0.50,3.00,0.72
51601,"ANSI MI",40,0.17,0.67,0.80,-0.08,0.12
51601,"ANSI NI",30,0.02,2.26,0.30,-4.18,9.12
51601,"ANSI VI",20,0.06,0.79,0.34,-0.28,4.05
51617,"IAC Ext Inv",10,4.0e-03,0.63,0.62,1.78,0.24
51617,"IAC Mod Inv",30,0.20,0.86,0.80,-0.41,0.19
51617,"IAC Very Inv",20,0.09,0.79,0.10,-1.28,7.95
53890,"Extremely Inverse",30,0.04,6.93,0.62,19.42,2.67
53890,"Inverse",10,0.94,2.90,0.80,-1.40,0.65
53890,"Very Inverse",20,0.54,4.81,0.10,-7.80,48.23
53920,"Extremely Inverse",30,0.04,6.93,0.62,19.42,2.67
53920,"Inverse",10,0.94,2.90,0.80,-1.40,0.65
53920,"Very Inverse",20,0.54,4.81,0.10,-7.80,48.23
53950,"Extremely Inverse",30,0.04,6.93,0.62,19.42,2.67
53950,"Inverse",10,0.94,2.90,0.80,-1.40,0.65
